160,A,400000,B,9994,73
1121,A,400001,S,10004,72
2450,A,400002,B,9992,125
3033,A,400003,S,10000,95
4143,A,400004,B,9995,58
4707,M,400001,S,10002,20
5056,A,400005,S,10007,30
6412,A,400006,S,10023,55
6692,A,400007,S,10000,136
6742,A,400008,S,10001,148
9174,A,400009,S,10000,36
9344,A,400010,S,10003,35
10841,A,400011,S,10003,31
11194,A,400012,B,9993,156
13044,A,400013,B,10001,123
14861,M,400007,S,10001,26
15065,M,400003,S,10007,41
15385,C,400013,B,0,0
16937,A,400014,S,10001,99
18287,C,400008,S,0,0
18431,A,400015,B,10001,23
21013,M,400001,S,10001,61
21602,A,400016,S,10001,34
22786,A,400017,B,9990,281
22916,A,400018,S,10008,744
23422,A,400019,S,10007,32
24013,A,400020,B,10001,83
24783,A,400021,S,10004,166
26080,M,400012,B,10002,7
30069,A,400022,B,10001,30
30296,A,400023,S,10010,123
31017,A,400024,S,10005,17
31335,A,400025,B,9994,71
32280,A,400026,S,10005,60
32303,A,400027,S,10003,29
34842,A,400028,S,10005,182
35825,A,400029,B,9986,8
35993,C,400024,S,0,0
37462,A,400030,B,10003,46
41638,A,400031,S,10003,142
41846,A,400032,S,10005,74
44045,A,400033,S,10004,78
44666,A,400034,B,9996,172
44702,M,400012,B,9995,118
44864,A,400035,S,10003,52
44882,C,400015,B,0,0
46601,M,400012,B,9997,82
47014,A,400036,B,10003,75
50077,A,400037,B,9999,232
50354,A,400038,B,10000,38
51437,A,400039,B,10001,77
53372,C,400034,B,0,0
55987,A,400040,S,10005,43
56784,C,400007,S,0,0
57739,C,400016,S,0,0
60587,C,400010,S,0,0
61057,C,400032,S,0,0
62643,A,400041,S,10005,21
65112,A,400042,B,10001,21
65873,A,400043,S,10011,172
68230,A,400044,S,10009,55
68499,A,400045,S,10006,327
70129,M,400012,B,9998,193
70323,A,400046,S,10008,48
72183,A,400047,B,9993,16
72929,M,400039,B,10003,47
73411,A,400048,S,10012,145
73439,A,400049,S,10004,47
76882,A,400050,S,10003,25
80042,C,400018,S,0,0
80495,A,400051,B,9978,107
81279,C,400042,B,0,0
81766,C,400012,B,0,0
83430,A,400052,S,10008,87
83655,C,400031,S,0,0
84422,A,400053,B,10000,56
85201,A,400054,B,10000,13
86600,A,400055,B,9983,164
87422,A,400056,S,10002,177
87521,A,400057,S,10002,36
87790,C,400050,S,0,0
90537,A,400058,S,10008,13
90961,A,400059,S,10014,164
93469,A,400060,S,10009,81
95122,A,400061,B,10002,42
95124,C,400011,S,0,0
95246,A,400062,S,10003,1000
95520,A,400063,S,10004,41
95876,A,400064,B,9996,116
98265,A,400065,B,9997,161
100252,A,400066,S,10003,64
103141,A,400067,S,10006,120
104584,A,400068,S,10002,35
105493,A,400069,B,9992,15
106211,A,400070,S,10006,54
106250,A,400071,S,10008,16
106622,A,400072,S,10002,47
106803,C,400001,S,0,0
106849,C,400055,B,0,0
106915,A,400073,S,10003,19
107500,A,400074,B,10001,19
108292,M,400046,S,10003,63
108401,A,400075,B,10003,13
108467,A,400076,S,10010,18
108882,C,400076,S,0,0
109114,A,400077,B,9999,180
109992,A,400078,S,10003,66
110244,M,400021,S,10003,61
110911,A,400079,B,9998,28
111012,M,400058,S,10007,13
112479,A,400080,B,9989,140
113551,C,400057,S,0,0
118364,A,400081,B,10000,409
118943,A,400082,B,10000,41
120084,A,400083,S,10013,221
123302,A,400084,S,10013,15
125377,A,400085,B,9995,23
127103,A,400086,B,10003,80
127596,C,400048,S,0,0
127611,A,400087,S,10007,67
128265,A,400088,S,10012,54
129452,A,400089,S,10017,346
131061,A,400090,S,10006,14
132342,A,400091,B,10000,19
132880,A,400092,B,9999,39
134479,A,400093,B,10003,8
136004,C,400049,S,0,0
137668,C,400009,S,0,0
139293,A,400094,B,10002,80
139932,M,400094,B,9999,32
140491,C,400000,B,0,0
140520,A,400095,B,10002,92
142504,A,400096,S,10012,16
143507,A,400097,B,9998,55
143538,A,400098,B,9975,41
143625,C,400085,B,0,0
144662,A,400099,B,10002,24
144786,M,400068,S,10002,14
146428,C,400041,S,0,0
147138,C,400035,S,0,0
149178,A,400100,B,10001,152
149501,M,400082,B,10001,125
151053,C,400063,S,0,0
151297,A,400101,B,9999,21
153333,A,400102,B,9999,110
154764,A,400103,S,10004,104
154773,A,400104,S,10017,80
155597,A,400105,S,10009,41
156020,M,400077,B,9993,19
158220,A,400106,S,10015,44
158490,M,400069,B,9992,44
159320,A,400107,B,10000,15
160453,A,400108,B,9999,47
162062,A,400109,S,10003,68
162070,C,400100,B,0,0
163701,A,400110,B,9995,81
167195,A,400111,S,10000,85
168820,M,400038,B,10000,198
170953,A,400112,S,10000,31
171102,C,400077,B,0,0
175139,C,400080,B,0,0
175625,C,400036,B,0,0
175984,C,400071,S,0,0
178602,A,400113,S,10001,120
181543,A,400114,B,9994,50
181596,A,400115,S,10018,57
183416,A,400116,S,10005,117
184469,A,400117,B,9994,17
184562,A,400118,B,9997,202
185095,A,400119,B,9997,6
187147,M,400103,S,10008,35
190509,A,400120,S,10004,121
191443,A,400121,B,9994,23
192803,C,400029,B,0,0
195024,M,400093,B,9990,170
196938,M,400004,B,10000,25
198803,A,400122,B,10000,22
198995,A,400123,B,9991,37
199092,A,400124,B,9999,191
199166,A,400125,B,9998,307
200093,M,400056,S,10000,64
201182,A,400126,B,9999,233
201608,A,400127,B,9996,25
202021,A,400128,B,9998,505
203412,A,400129,B,10000,64
204770,A,400130,B,9997,80
205210,A,400131,B,9997,181
206653,A,400132,S,10013,34
208122,A,400133,B,9992,309
210669,A,400134,B,9997,38
213361,A,400135,S,10016,71
213445,A,400136,S,10005,890
213881,C,400110,B,0,0
213966,A,400137,B,9998,86
217523,M,400072,S,10000,36
218391,M,400044,S,10002,31
219514,A,400138,B,9995,29
219989,A,400139,S,10003,40
225982,C,400045,S,0,0
228268,A,400140,B,9989,93
230639,A,400141,S,10003,129
231081,A,400142,S,10001,19
231386,A,400143,S,10004,17
233050,A,400144,S,10016,181
233296,A,400145,S,10011,3
235818,A,400146,S,10000,647
237022,A,400147,B,10000,137
238125,A,400148,B,9999,117
238356,A,400149,S,10003,222
238747,A,400150,B,9990,136
239106,A,400151,S,10000,131
239815,C,400115,S,0,0
242237,C,400121,B,0,0
243067,A,400152,S,10004,41
243132,A,400153,B,9996,196
244411,A,400154,S,10002,32
246012,A,400155,S,10005,9
246674,A,400156,B,9994,54
247306,A,400157,S,10000,88
247524,C,400037,B,0,0
247536,M,400157,S,10008,218
247790,C,400102,B,0,0
248088,M,400099,B,9996,23
250179,A,400158,S,10007,30
252539,A,400159,B,10000,43
256351,A,400160,B,9990,45
256358,A,400161,B,9997,9
257076,A,400162,B,9997,335
258399,A,400163,B,9996,69
259682,C,400147,B,0,0
262605,A,400164,S,10013,146
262853,A,400165,B,9996,182
262976,A,400166,B,9996,35
266936,C,400047,B,0,0
269535,A,400167,B,9996,79
271460,A,400168,S,10004,33
271566,C,400101,B,0,0
272114,A,400169,S,10004,28
272678,M,400038,B,9991,140
273191,A,400170,S,10000,61
274418,A,400171,S,10002,43
275314,A,400172,S,10003,64
275836,M,400120,S,10003,19
277250,A,400173,S,10000,111
278894,A,400174,B,9997,15
279083,A,400175,S,10007,128
280423,A,400176,S,10005,244
280847,C,400137,B,0,0
281151,A,400177,B,9996,115
281715,A,400178,B,9996,99
281785,A,400179,B,9998,279
282848,M,400162,B,9998,25
283270,A,400180,S,10004,384
283471,M,400176,S,10001,32
285370,A,400181,S,10002,334
287046,C,400072,S,0,0
287294,A,400182,S,10001,41
287433,A,400183,S,10009,102
288156,A,400184,S,10001,46
288299,A,400185,S,10006,58
289835,A,400186,S,10006,47
290404,A,400187,S,10002,3
291092,A,400188,B,9997,179
292111,A,400189,B,9994,68
293806,A,400190,S,10004,68
294846,A,400191,S,10001,199
295078,A,400192,B,10000,121
298247,C,400091,B,0,0
298251,A,400193,S,10019,22
300100,A,400194,S,10001,10
300963,A,400195,S,10000,88
302044,C,400087,S,0,0
