1240,A,1200000,B,9986,35
2300,C,1200000,B,0,0
3547,A,1200001,B,9998,38
3949,A,1200002,B,10000,17
5507,A,1200003,B,9999,48
7727,A,1200004,B,9996,484
9433,A,1200005,S,10003,23
10425,C,1200004,B,0,0
12477,A,1200006,S,10006,58
12576,C,1200005,S,0,0
13303,M,1200001,B,9999,523
13424,A,1200007,S,10005,4
13750,A,1200008,B,9998,58
14069,A,1200009,B,9999,9
14820,C,1200003,B,0,0
14949,A,1200010,B,9984,34
16418,M,1200010,B,9994,8
17186,A,1200011,S,10001,51
19033,C,1200007,S,0,0
20475,M,1200002,B,9997,298
20828,A,1200012,S,10001,139
21425,A,1200013,S,10002,51
22325,C,1200002,B,0,0
24580,A,1200014,S,9999,20
26962,M,1200013,S,10026,23
27573,C,1200011,S,0,0
29048,A,1200015,B,9986,25
30740,C,1200001,B,0,0
30775,C,1200014,S,0,0
31145,A,1200016,B,9990,72
33142,A,1200017,S,10003,110
34252,A,1200018,B,9992,14
35779,C,1200013,S,0,0
37970,C,1200017,S,0,0
38649,C,1200006,S,0,0
40951,M,1200010,B,9980,248
41921,A,1200019,B,9997,22
42997,A,1200020,B,9995,301
43729,A,1200021,B,9996,64
44892,C,1200008,B,0,0
46014,A,1200022,B,9995,127
47634,A,1200023,B,9995,40
49068,A,1200024,B,9993,33
52671,A,1200025,S,10004,194
53259,A,1200026,S,10008,76
54627,A,1200027,S,10006,18
56029,A,1200028,B,9991,190
56359,C,1200019,B,0,0
56900,A,1200029,S,10009,149
57741,A,1200030,B,9996,66
59065,A,1200031,S,9997,40
59241,A,1200032,B,9996,54
60176,M,1200018,B,9990,54
60961,A,1200033,B,9995,27
63382,A,1200034,B,9997,9
63431,A,1200035,B,9991,10
64003,A,1200036,S,9998,22
64517,A,1200037,S,9998,58
66213,A,1200038,B,9989,47
67010,A,1200039,S,10000,74
67101,A,1200040,S,9997,74
67331,M,1200032,B,9995,16
69641,C,1200026,S,0,0
69877,C,1200027,S,0,0
71286,A,1200041,B,9994,10
73581,A,1200042,S,9997,400
73607,A,1200043,S,9997,106
75738,A,1200044,S,10028,40
75959,M,1200010,B,9992,28
77459,A,1200045,S,9997,2
78240,A,1200046,S,10004,12
80683,A,1200047,B,9990,10
81123,A,1200048,S,9996,24
82023,A,1200049,B,9992,40
82406,A,1200050,B,9987,88
84023,C,1200045,S,0,0
87322,A,1200051,B,9992,44
88085,A,1200052,B,9996,119
89576,A,1200053,B,9989,42
90844,A,1200054,B,9982,227
92696,A,1200055,S,9996,70
94167,A,1200056,S,10001,40
94308,A,1200057,B,9996,25
94320,C,1200056,S,0,0
94476,C,1200039,S,0,0
95080,A,1200058,B,9995,71
95248,A,1200059,S,10001,102
95976,C,1200059,S,0,0
96138,A,1200060,B,9980,65
96278,A,1200061,S,9996,142
97169,C,1200021,B,0,0
98296,A,1200062,S,9998,114
99712,M,1200028,B,9996,169
102228,A,1200063,B,9996,102
102946,A,1200064,B,9994,33
103374,A,1200065,S,9997,35
103912,A,1200066,B,9989,22
106316,A,1200067,B,9994,114
106884,A,1200068,S,9996,93
107964,A,1200069,B,9996,13
111393,A,1200070,S,9996,15
112406,A,1200071,S,9998,79
112611,A,1200072,B,9996,29
113696,C,1200057,B,0,0
114446,A,1200073,S,9999,8
117757,C,1200035,B,0,0
118291,C,1200036,S,0,0
118382,A,1200074,B,9993,190
120330,A,1200075,B,9992,127
120356,A,1200076,B,9975,15
120364,A,1200077,B,9982,53
121187,A,1200078,B,9995,133
121748,M,1200038,B,9982,244
122530,A,1200079,S,10002,24
124292,C,1200050,B,0,0
124900,C,1200024,B,0,0
125108,A,1200080,B,9993,5
126240,M,1200080,B,9994,70
127395,A,1200081,B,9987,140
128678,A,1200082,B,9989,51
129017,A,1200083,S,10001,67
129219,A,1200084,B,9988,23
129649,A,1200085,B,9992,119
130599,A,1200086,B,9987,42
134197,A,1200087,S,10003,35
134350,A,1200088,S,10000,48
137721,A,1200089,S,9995,24
140841,A,1200090,S,10001,9
141000,A,1200091,S,10000,125
141749,A,1200092,B,9993,40
143008,A,1200093,S,9997,11
147777,A,1200094,S,9997,451
149205,M,1200089,S,9999,182
150049,A,1200095,B,9991,53
150176,A,1200096,B,9990,40
150291,A,1200097,S,9995,15
156115,A,1200098,S,9996,31
156119,A,1200099,S,9996,28
156786,A,1200100,S,9996,195
157698,A,1200101,S,9998,42
158356,A,1200102,B,9993,68
159146,M,1200088,S,9997,40
160024,A,1200103,S,9994,3
160035,A,1200104,S,9997,40
160263,A,1200105,B,9976,174
160298,A,1200106,B,9987,93
161482,M,1200106,B,9995,9
162472,A,1200107,S,9999,86
163021,A,1200108,S,10004,33
163606,A,1200109,S,10003,28
165243,A,1200110,S,9998,42
165250,A,1200111,S,10001,58
165935,A,1200112,B,9995,287
166513,A,1200113,S,10000,33
168410,A,1200114,S,10011,19
168651,A,1200115,S,9996,745
170434,A,1200116,S,9996,3
172996,A,1200117,B,9994,26
174191,A,1200118,B,9996,123
175380,A,1200119,S,9999,40
175714,C,1200018,B,0,0
176198,A,1200120,S,9999,56
176275,C,1200047,B,0,0
176717,C,1200105,B,0,0
184465,A,1200121,S,10003,13
184807,A,1200122,B,9996,14
184841,A,1200123,B,9984,29
186938,A,1200124,S,9998,67
186959,A,1200125,B,9983,131
187509,A,1200126,B,9997,23
189287,C,1200061,S,0,0
189611,A,1200127,B,9997,70
191595,C,1200069,B,0,0
192432,A,1200128,S,10000,88
193318,A,1200129,B,9991,22
