144,A,1,S,10001,53
1198,A,2,B,9991,33
1200,C,1,S,0,0
2095,A,3,B,9995,123
3537,A,4,B,9995,191
6018,A,5,S,10006,14
8277,A,6,S,10003,130
8611,A,7,S,10002,175
9973,A,8,B,9990,332
10063,A,9,B,9991,23
10697,C,8,B,0,0
11738,A,10,B,9999,269
12257,C,7,S,0,0
12871,A,11,S,10000,164
13695,A,12,S,10004,19
14359,A,13,S,10004,77
14387,A,14,S,10009,680
16082,C,14,S,0,0
16155,A,15,S,10001,7
16359,A,16,B,9985,117
16708,A,17,B,9999,14
17007,C,5,S,0,0
20376,M,17,B,10000,6
20551,A,18,S,10001,56
21596,A,19,B,9996,18
25035,A,20,S,10001,45
25044,A,21,S,10016,63
27067,C,3,B,0,0
27542,A,22,S,10002,30
28638,A,23,B,9990,25
32985,A,24,B,9995,5
34147,M,11,S,10000,15
34459,A,25,B,9998,22
37341,C,22,S,0,0
37486,A,26,B,10000,128
38441,A,27,S,10001,20
40656,M,20,S,10011,22
40670,C,21,S,0,0
40879,A,28,B,9998,78
42743,M,24,B,9989,34
43391,A,29,B,10000,176
44299,A,30,B,9988,23
45261,A,31,S,10005,22
45628,A,32,B,9980,42
46659,A,33,B,9999,6
48899,A,34,S,10004,67
48919,A,35,S,10000,7
49263,A,36,S,10000,55
49343,A,37,S,10020,122
49456,M,13,S,10000,18
50739,C,28,B,0,0
52368,C,32,B,0,0
56706,A,38,S,10000,124
58210,A,39,B,9999,43
58221,A,40,B,9993,76
58370,A,41,S,10000,13
58565,C,40,B,0,0
59142,C,11,S,0,0
59517,M,31,S,10002,166
62015,A,42,B,10000,64
62189,C,13,S,0,0
62543,A,43,B,9994,51
62675,A,44,B,10000,6
63946,A,45,B,9995,15
64732,A,46,B,9999,7
65309,A,47,B,9998,103
66389,A,48,S,10016,61
66420,A,49,B,10000,25
66793,C,39,B,0,0
68359,M,48,S,10002,46
68593,A,50,S,10011,161
69641,A,51,S,10002,192
70032,C,31,S,0,0
70396,C,45,B,0,0
70516,A,52,S,10026,126
71858,A,53,S,10004,86
73103,C,49,B,0,0
74070,A,54,B,9998,44
76045,C,6,S,0,0
76724,A,55,S,10004,35
77729,C,16,B,0,0
79187,A,56,B,9999,926
79973,C,50,S,0,0
80159,A,57,B,9996,48
81398,A,58,S,10001,26
81669,A,59,S,10012,91
82484,A,60,S,10009,19
82748,A,61,S,10011,37
86067,C,27,S,0,0
87976,A,62,S,10014,30
88051,C,58,S,0,0
88637,C,59,S,0,0
91546,A,63,S,10012,47
92058,A,64,S,10001,27
94698,A,65,S,10001,214
95380,C,63,S,0,0
95964,A,66,S,10001,29
96562,M,25,B,9993,46
96800,A,67,S,10013,33
97668,A,68,S,10008,73
98145,A,69,S,10012,35
98240,C,68,S,0,0
99940,A,70,B,9999,17
100221,C,55,S,0,0
100651,A,71,S,10000,35
100874,A,72,S,10006,243
102269,M,42,B,10000,22
102315,M,46,B,9997,10
102901,A,73,S,10010,9
102995,A,74,B,9998,97
103135,C,69,S,0,0
103497,A,75,S,10002,15
106627,A,76,S,10002,373
107394,C,26,B,0,0
108753,A,77,B,9998,9
109516,A,78,B,9994,56
109646,C,29,B,0,0
110497,A,79,B,9998,106
112701,A,80,B,10000,49
112991,A,81,B,9977,122
113358,A,82,S,10000,31
113502,C,73,S,0,0
114468,M,74,B,9999,21
115468,A,83,B,9991,73
117448,M,56,B,9995,190
119681,A,84,S,10015,352
121363,A,85,B,9995,141
122031,C,80,B,0,0
122894,A,86,S,10001,92
124619,M,78,B,9984,64
125421,A,87,S,10016,35
125789,A,88,S,10004,138
126248,M,77,B,9996,143
126872,A,89,S,10004,32
126996,A,90,B,10001,67
133083,A,91,S,10006,32
133748,A,92,S,10007,26
134257,C,10,B,0,0
134815,A,93,B,9999,350
136167,A,94,B,9993,78
136408,C,41,S,0,0
137513,A,95,S,10001,6
137737,A,96,S,10025,26
139991,A,97,S,10003,53
144498,M,48,S,10001,74
146843,A,98,B,10000,24
147367,M,94,B,9998,68
147901,A,99,B,10000,35
148314,A,100,S,10006,58
148709,A,101,S,10012,29
149109,A,102,B,10001,68
149937,A,103,B,9997,170
149942,C,53,S,0,0
150030,A,104,S,10004,78
150053,A,105,B,9995,75
150134,A,106,B,10001,19
152848,A,107,S,10003,56
155817,C,23,B,0,0
156749,A,108,S,10006,60
157516,C,60,S,0,0
158313,A,109,B,10001,42
158601,A,110,B,10000,18
159664,A,111,S,10008,75
160032,A,112,S,10002,125
161874,A,113,S,10002,143
162454,A,114,B,9997,199
162462,M,107,S,10004,135
163077,A,115,B,9989,36
163132,A,116,S,10002,15
163573,M,72,S,10010,112
165224,A,117,B,10002,3
165649,M,94,B,9998,43
167051,C,44,B,0,0
168059,A,118,S,10013,11
168727,C,111,S,0,0
168749,A,119,S,10002,82
169158,A,120,S,10005,49
170642,A,121,B,9999,291
172473,A,122,B,10002,22
173925,C,57,B,0,0
176426,A,123,B,10001,39
177646,A,124,S,10025,60
178196,A,125,S,10002,62
178371,A,126,B,10001,10
178582,A,127,S,10002,39
179419,A,128,S,10004,34
179956,M,64,S,10008,175
181156,C,97,S,0,0
182854,A,129,S,10010,195
184167,A,130,B,9999,26
184329,A,131,B,9993,59
184890,A,132,S,10003,13
184970,A,133,S,10003,117
185108,A,134,B,9999,18
189438,C,103,B,0,0
189792,A,135,B,9998,16
189814,A,136,B,9999,42
189868,A,137,B,9989,101
190439,C,98,B,0,0
191148,M,131,B,10000,64
192011,C,34,S,0,0
196290,A,138,S,10002,105
196556,A,139,S,10003,52
198350,A,140,S,10004,27
200078,A,141,B,9995,28
200775,A,142,B,10000,105
202191,A,143,B,10001,312
204114,A,144,S,10001,231
204210,A,145,S,10002,29
207455,A,146,B,9996,191
208266,A,147,S,10009,36
209000,A,148,S,10001,42
211265,A,149,B,9989,145
213672,A,150,S,10005,15
214218,A,151,B,9999,258
